name,ltkbid,category,dilirank,smiles
Sirolimus,LT00443,DILI_positive,vLess-DILI-concern,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
Sitagliptin phosphate,LT01251,DILI_positive,vLess-DILI-concern,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N.O.OP(=O)(O)O
Sitaxsentan,LT02449,DILI_positive,vMost-DILI-concern,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2
Solifenacin succinate,LT01191,DILI_positive,vLess-DILI-concern,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5.C(CC(=O)O)C(=O)O
Sorafenib tosylate,LT01241,DILI_positive,vMost-DILI-concern,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
Spironolactone,LT00143,DILI_positive,vLess-DILI-concern,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C
Stavudine,LT00144,DILI_positive,vMost-DILI-concern,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO
Succimer,LT01766,DILI_positive,vLess-DILI-concern,C(C(C(=O)O)S)(C(=O)O)S
suloctidil,LT01816,DILI_positive,vMost-DILI-concern,CCCCCCCCNC(C)C(C1=CC=C(C=C1)SC(C)C)O
Sulfacarbamide,LT00699,DILI_positive,vMost-DILI-concern,C1=CC(=CC=C1N)S(=O)(=O)NC(=O)N
Sulfadiazine,LT00146,DILI_positive,vLess-DILI-concern,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfamethizole,LT01933,DILI_positive,vLess-DILI-concern,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfasalazine,LT00147,DILI_positive,vMost-DILI-concern,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O
Sulfathiazole,LT00632,DILI_positive,vMost-DILI-concern,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2
Sulindac,LT00148,DILI_positive,vMost-DILI-concern,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
Sunitinib malate,LT00565,DILI_positive,vMost-DILI-concern,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C.C(C(C(=O)O)O)C(=O)O
Tacrolimus,LT00448,DILI_positive,vLess-DILI-concern,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
Tadalafil,LT01129,DILI_positive,vLess-DILI-concern,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
Tamoxifen citrate,LT00152,DILI_positive,vMost-DILI-concern,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Tamsulosin hydrochloride,LT00982,DILI_positive,vLess-DILI-concern,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl
Tasosartan,LT00687,DILI_positive,vMost-DILI-concern,CC1=C2CCC(=O)N(C2=NC(=N1)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
Telithromycin,LT01944,DILI_positive,vMost-DILI-concern,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C
Telmisartan,LT02063,DILI_positive,vLess-DILI-concern,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
Temozolomide,LT00153,DILI_positive,vLess-DILI-concern,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
Teniposide,LT01786,DILI_positive,vLess-DILI-concern,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O
Tenofovir disoproxil fumarate,LT02224,DILI_positive,vLess-DILI-concern,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OCOC(=O)OC(C)C.C(=CC(=O)O)C(=O)O
Terbinafine hydrochloride,LT00634,DILI_positive,vMost-DILI-concern,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21.Cl
Terbutaline sulfate,LT00877,DILI_positive,vLess-DILI-concern,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O
Teriflunomide,LT02397,DILI_positive,vMost-DILI-concern,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O
Teriparatide acetate,LT00932,DILI_positive,vLess-DILI-concern,CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC2=CNC=N2)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)NC(CC5=CNC=N5)C(=O)NC(CC(=O)N)C(=O)NC(CC6=CC=CC=C6)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CO)N.CC(=O)O.O
Testosterone enanthate,LT00223,DILI_positive,vMost-DILI-concern,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
Tetrabamate,LT01858,DILI_positive,vMost-DILI-concern,CCCCCOC(CN1C(=O)C(C(=O)N(C1=O)CC(COCCCC)OC(=O)N)(CC)C2=CC=CC=C2)OC(=O)N.CCCCOCC(CN1C(=O)C(C(=O)NC1=O)(CC)C2=CC=CC=C2)OC(=O)N.CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
Thalidomide,LT00450,DILI_positive,vLess-DILI-concern,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
Thiabendazole,LT00635,DILI_positive,vMost-DILI-concern,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
Thioguanine,LT00452,DILI_positive,vLess-DILI-concern,C1=NC2=C(N1)C(=S)N=C(N2)N
Thioridazine hydrochloride,LT00451,DILI_positive,vLess-DILI-concern,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl
Thiotepa,LT01804,DILI_positive,vLess-DILI-concern,C1CN1P(=S)(N2CC2)N3CC3
Ticlopidine hydrochloride,LT00227,DILI_positive,vMost-DILI-concern,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl
Ticrynafen,LT00636,DILI_positive,vMost-DILI-concern,C1=CSC(=C1)C(=O)C2=C(C(=C(C=C2)OCC(=O)O)Cl)Cl
Tigecycline,LT01222,DILI_positive,vMost-DILI-concern,CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C
Tilbroquinol,LT00691,DILI_positive,vMost-DILI-concern,CC1=CC(=C(C2=C1C=CC=N2)O)Br
Tinidazole,LT00637,DILI_positive,vLess-DILI-concern,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
Tipranavir,LT01220,DILI_positive,vMost-DILI-concern,CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4
Tizanidine hydrochloride,LT00155,DILI_positive,vMost-DILI-concern,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl.Cl
Tolazamide,LT00266,DILI_positive,vLess-DILI-concern,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
Tolcapone,LT00156,DILI_positive,vMost-DILI-concern,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
Tolmetin sodium,LT01820,DILI_positive,vLess-DILI-concern,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-].[Na+]
Tolrestat,LT01822,DILI_positive,vMost-DILI-concern,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC
Tolterodine tartrate,LT01011,DILI_positive,vLess-DILI-concern,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(C(C(=O)O)O)(C(=O)O)O
Tolvaptan,LT00661,DILI_positive,vMost-DILI-concern,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C
Topiramate,LT00455,DILI_positive,vLess-DILI-concern,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
Tramadol hydrochloride,LT01827,DILI_positive,vLess-DILI-concern,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O.Cl
Trametinib dimethyl sulfoxide,LT02903,DILI_positive,vLess-DILI-concern,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5.CS(=O)C
Trandolapril,LT01828,DILI_positive,vLess-DILI-concern,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O
Tranylcypromine sulfate,LT01829,DILI_positive,vLess-DILI-concern,C1C(C1N)C2=CC=CC=C2.C1C(C1N)C2=CC=CC=C2.OS(=O)(=O)O
Trazodone hydrochloride,LT01830,DILI_positive,vLess-DILI-concern,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl
Tretinoin,LT00338,DILI_positive,vLess-DILI-concern,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
Triacetyldiphenolisatin,LT00700,DILI_positive,vMost-DILI-concern,CC(=O)N1C2=CC=CC=C2C(C1=O)(C3=CC=C(C=C3)OC(=O)C)C4=CC=C(C=C4)OC(=O)C
Triamterene,LT01833,DILI_positive,vLess-DILI-concern,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
Trifluoperazine hydrochloride,LT00457,DILI_positive,vLess-DILI-concern,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl
Trimethoprim,LT01842,DILI_positive,vLess-DILI-concern,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
Triptorelin pamoate,LT00460,DILI_positive,vLess-DILI-concern,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O
Troglitazone,LT00168,DILI_positive,vMost-DILI-concern,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C
Trovafloxacin mesylate,LT00645,DILI_positive,vMost-DILI-concern,CS(=O)(=O)O.C1C2C(C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F
Ulipristal acetate,LT02443,DILI_positive,vLess-DILI-concern,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)OC(=O)C
Valaciclovir,LT01856,DILI_positive,vLess-DILI-concern,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N
Valdecoxib,LT01971,DILI_positive,vLess-DILI-concern,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N
Valproic acid,LT00160,DILI_positive,vMost-DILI-concern,CCCC(CCC)C(=O)O
Valsartan,LT01857,DILI_positive,vLess-DILI-concern,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O
Vancomycin hydrochloride,LT00161,DILI_positive,vLess-DILI-concern,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl
Varenicline tartrate,LT01242,DILI_positive,vLess-DILI-concern,C1C2CNCC1C3=CC4=NC=CN=C4C=C23.C(C(C(=O)O)O)(C(=O)O)O
Vemurafenib,LT02435,DILI_positive,vLess-DILI-concern,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
Venetoclax,LT03786,DILI_positive,vLess-DILI-concern,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
Venlafaxine hydrochloride,LT00174,DILI_positive,vLess-DILI-concern,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O.Cl
Verapamil hydrochloride,LT00332,DILI_positive,vLess-DILI-concern,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl
Vinblastine sulfate,LT00177,DILI_positive,vLess-DILI-concern,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O
Vincristine sulfate,LT01862,DILI_positive,vLess-DILI-concern,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O
Vitamin A palmitate,LT00162,DILI_positive,vLess-DILI-concern,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C
Voriconazole,LT01097,DILI_positive,vMost-DILI-concern,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
Vortioxetine hydrobromide,LT02902,DILI_positive,vLess-DILI-concern,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C.Br
Warfarin sodium,LT00647,DILI_positive,vLess-DILI-concern,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[Na+]
Xenazoic acid,LT01867,DILI_positive,vMost-DILI-concern,CCOC(C(=O)C1=CC=C(C=C1)C2=CC=CC=C2)NC3=CC=C(C=C3)C(=O)O
Ximelagatran,LT02033,DILI_positive,vMost-DILI-concern,CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N
Zafirlukast,LT01869,DILI_positive,vMost-DILI-concern,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
Zanubrutinib,LT03600,DILI_positive,vMost-DILI-concern,C=CC(=O)N1CCC(CC1)C2CCNC3=C(C(=NN23)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=O)N
Zidovudine,LT00163,DILI_positive,vMost-DILI-concern,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
Zileuton,LT00649,DILI_positive,vMost-DILI-concern,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
Zimelidine,LT01874,DILI_positive,vMost-DILI-concern,CN(C)CC=C(C1=CC=C(C=C1)Br)C2=CN=CC=C2
Ziprasidone hydrochloride,LT01017,DILI_positive,vLess-DILI-concern,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54.Cl
Zoledronic acid,LT01088,DILI_positive,vLess-DILI-concern,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
Zonisamide,LT00165,DILI_positive,vLess-DILI-concern,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
Abaloparatide,LT03618,DILI_negative,vNo-DILI-concern,CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC1=CN=CN1)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC2=CN=CN2)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(CC3=CN=CN3)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(C)N
Acetylcholine chloride,LT02096,DILI_negative,vNo-DILI-concern,CC(=O)OCC[N+](C)(C)C.[Cl-]
Acetylcysteine,LT01041,DILI_negative,vNo-DILI-concern,CC(=O)NC(CS)C(=O)O
Adenosine,LT01047,DILI_negative,vNo-DILI-concern,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
Agalsidase beta,LT02385,DILI_negative,vNo-DILI-concern,CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O.CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O.C(C(C(=O)O)O)(C(=O)O)O
Albuterol,LT01051,DILI_negative,vNo-DILI-concern,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
Alfentanil hydrochloride,LT00925,DILI_negative,vNo-DILI-concern,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC.Cl
Almotriptan malate,LT01053,DILI_negative,vNo-DILI-concern,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3.C(C(C(=O)O)O)C(=O)O
Alvimopan,LT01215,DILI_negative,vNo-DILI-concern,CC1CN(CCC1(C)C2=CC(=CC=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(=O)O
Ambenonium chloride,LT01629,DILI_negative,vNo-DILI-concern,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl.[Cl-].[Cl-]
Amifampridine,LT03376,DILI_negative,vNo-DILI-concern,C1=CN=CC(=C1N)N
Amifostine,LT01067,DILI_negative,vNo-DILI-concern,C(CN)CNCCSP(=O)(O)O
Amikacin sulfate,LT01068,DILI_negative,vNo-DILI-concern,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N.OS(=O)(=O)O.OS(=O)(=O)O
Aminocaproic acid,LT01071,DILI_negative,vNo-DILI-concern,C(CCC(=O)O)CCN
Aminohippurate sodium,LT00054,DILI_negative,vNo-DILI-concern,C1=CC(=CC=C1C(=O)NCC(=O)[O-])N.[Na+]
Aminophylline,LT00711,DILI_negative,vNo-DILI-concern,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
Ammonium chloride,LT02067,DILI_negative,vNo-DILI-concern,[NH4+].[Cl-]
Angiotensin ii acetate,LT02229,DILI_negative,vNo-DILI-concern,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N.CC(=O)O
Apalutamide,LT03622,DILI_negative,vNo-DILI-concern,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F
Apomorphine hydrochloride,LT02217,DILI_negative,vNo-DILI-concern,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.O.Cl.Cl
Apremilast,LT03623,DILI_negative,vNo-DILI-concern,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC
Argatroban,LT01030,DILI_negative,vNo-DILI-concern,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C
Arginine hydrochloride,LT02077,DILI_negative,vNo-DILI-concern,C(CC(C(=O)O)N)CN=C(N)N.Cl
Argipressin,LT02331,DILI_negative,vNo-DILI-concern,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N
Atracurium,LT00917,DILI_negative,vNo-DILI-Concern,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C
Atropine,LT00511,DILI_negative,vNo-DILI-concern,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
Avanafil,LT02440,DILI_negative,vNo-DILI-concern,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCCC4CO)Cl
Avatrombopag maleate,LT03629,DILI_negative,vNo-DILI-concern,C1CCC(CC1)N2CCN(CC2)C3=C(N=C(S3)NC(=O)C4=CC(=C(N=C4)N5CCC(CC5)C(=O)O)Cl)C6=CC(=CS6)Cl.C(=CC(=O)O)C(=O)O
Azilsartan kamedoxomil,LT03630,DILI_negative,vNo-DILI-concern,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)[N-]5)C(=O)OCC6=C(OC(=O)O6)C.[K+]
Bacitracin,LT02059,DILI_negative,vNo-DILI-concern,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4
Baloxavir marboxil,LT03631,DILI_negative,vNo-DILI-concern,COC(=O)OCOC1=C2C(=O)N3CCOCC3N(N2C=CC1=O)C4C5=C(CSC6=CC=CC=C46)C(=C(C=C5)F)F
Bendamustine hydrochloride,LT00659,DILI_negative,vNo-DILI-concern,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O.Cl
Benzphetamine hydrochloride,LT00832,DILI_negative,vNo-DILI-concern,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2.Cl
Benztropine mesylate,LT01123,DILI_negative,vNo-DILI-concern,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4.CS(=O)(=O)O
Betaine,LT02189,DILI_negative,vNo-DILI-concern,C[N+](C)(C)CC(=O)[O-]
Bethanechol chloride,LT00730,DILI_negative,vNo-DILI-concern,CC(C[N+](C)(C)C)OC(=O)N.[Cl-]
Betrixaban,LT03798,DILI_negative,vNo-DILI-concern,CN(C)C(=N)C1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)OC)C(=O)NC3=NC=C(C=C3)Cl
Biperiden hydrochloride,LT00817,DILI_negative,vNo-DILI-concern,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.Cl
Bisacodyl,LT02190,DILI_negative,vNo-DILI-concern,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3
Bivalirudin,LT01027,DILI_negative,vNo-DILI-concern,CCC(C)C(C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C5CCCN5C(=O)C(CC6=CC=CC=C6)N
Brexanolone,LT03639,DILI_negative,vNo-DILI-concern,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C
Brexpiprazole,LT03640,DILI_negative,vNo-DILI-concern,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4
Brilliant blue g,LT03868,DILI_negative,vNo-DILI-concern,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC(=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3C)C5=CC=C(C=C5)NC6=CC=C(C=C6)OCC)C.[Na+]
Brivaracetam,LT03643,DILI_negative,vNo-DILI-concern,CCCC1CC(=O)N(C1)C(CC)C(=O)N
